STATION,NAME,DATE,AWND,PRCP,SNOW,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/1/08,8.05,0,0,83,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/2/08,13.2,0.2,0,87,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/3/08,12.08,0,0,71,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/4/08,6.71,0,0,76,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/5/08,6.93,0,0,80,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/6/08,9.4,0,0,87,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/7/08,11.86,0.03,0,87,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/8/08,9.17,0.03,0,85,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/9/08,10.29,0,0,85,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/10/08,9.17,0.72,0,82,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/11/08,8.5,0.34,0,88,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/12/08,10.29,0.73,0,81,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/13/08,12.3,0,0,79,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/14/08,7.83,0,0,84,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/15/08,7.38,0,0,90,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/16/08,7.16,0,0,90,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/17/08,8.95,0,0,89,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/18/08,5.37,0.04,0,86,74
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/19/08,5.82,1.61,0,78,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/20/08,5.82,0.74,0,86,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/21/08,7.38,0.13,0,83,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/22/08,8.72,0,0,77,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/23/08,8.5,0,0,81,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/24/08,4.47,0,0,82,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/25/08,6.93,0,0,82,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/26/08,9.17,0,0,84,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/27/08,6.71,0,0,83,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/28/08,6.04,0,0,85,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/29/08,7.83,0.05,0,88,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/30/08,8.5,0,0,89,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7/31/08,5.82,0.14,0,89,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/1/08,5.82,1.05,0,89,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/2/08,9.17,0,0,81,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/3/08,6.04,0,0,84,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/4/08,8.95,2.43,0,87,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/5/08,7.38,0,0,87,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/6/08,8.05,0,0,84,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/7/08,9.4,0,0,82,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/8/08,7.38,0,0,79,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/9/08,8.95,0,0,80,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/10/08,8.95,0,0,74,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/11/08,6.26,0,0,77,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/12/08,3.8,0,0,77,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/13/08,4.7,0.06,0,79,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/14/08,7.83,0,0,79,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/15/08,7.83,0,0,78,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/16/08,6.49,0,0,83,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/17/08,8.05,0,0,84,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/18/08,7.38,0,0,85,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/19/08,6.71,0,0,82,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/20/08,7.38,0,0,81,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/21/08,8.5,0,0,82,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/22/08,12.75,0.09,0,83,72
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/23/08,9.4,0,0,87,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/24/08,9.62,0,0,77,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/25/08,11.41,0,0,74,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/26/08,8.5,0,0,76,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/27/08,5.82,0,0,83,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/28/08,6.71,0.06,0,80,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/29/08,6.49,0.04,0,85,64
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/30/08,3.8,0,0,87,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8/31/08,5.37,0,0,90,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/1/08,7.61,0,0,90,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/2/08,4.47,0,0,94,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/3/08,10.51,0.02,0,77,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/4/08,12.3,2.9,0,67,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/5/08,6.93,0,0,70,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/6/08,5.37,0.01,0,74,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/7/08,6.71,0,0,74,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/8/08,6.26,1.23,0,67,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/9/08,6.49,0,0,69,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/10/08,5.14,0,0,72,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/11/08,9.84,0,0,79,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/12/08,6.71,0.37,0,73,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/13/08,9.17,6.64,0,75,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/14/08,10.07,1.44,0,72,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/15/08,6.04,0,0,63,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/16/08,5.82,0,0,71,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/17/08,6.93,0,0,82,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/18/08,7.16,0,0,74,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/19/08,6.04,0,0,77,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/20/08,2.91,0,0,82,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/21/08,4.25,0,0,80,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/22/08,8.05,0,0,81,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/23/08,7.61,0,0,82,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/24/08,4.7,0.2,0,82,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/25/08,7.61,0,0,77,63
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/26/08,4.25,0,0,79,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/27/08,2.68,0,0,81,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/28/08,7.83,0,0,68,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/29/08,4.92,0.82,0,64,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9/30/08,11.41,0,0,59,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/1/08,11.18,0,0,61,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/2/08,9.17,0,0,61,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/3/08,7.61,0.01,0,60,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/4/08,4.47,0,0,61,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/5/08,6.71,0.06,0,61,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/6/08,10.74,0,0,69,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/7/08,11.41,0.8,0,63,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/8/08,8.05,0.19,0,64,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/9/08,5.82,0,0,69,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/08,6.71,0,0,72,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/08,4.92,0,0,79,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/08,5.14,0,0,84,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/13/08,8.05,0,0,77,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/14/08,6.71,0,0,69,53
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/15/08,6.26,0.3,0,63,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/16/08,7.61,0,0,59,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/17/08,7.16,0,0,57,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/18/08,6.04,0.05,0,60,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/19/08,12.3,0,0,62,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/20/08,7.61,0.18,0,55,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/21/08,8.72,0,0,55,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/22/08,13.2,0,0,52,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/23/08,11.86,0.16,0,58,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/24/08,6.04,0.32,0,54,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/25/08,12.3,0,0,53,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/26/08,17.9,0,0,56,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/27/08,14.32,0,0,47,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/28/08,10.96,0,0,45,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/29/08,6.26,0,0,51,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/30/08,10.51,0,0,62,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/31/08,7.38,0,0,70,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/1/08,8.72,0,0,54,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/2/08,9.4,0.1,0,67,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/3/08,10.51,0,0,73,54
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/4/08,8.5,0,0,71,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/5/08,13.65,0,0,71,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/6/08,13.42,0.34,0,65,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/7/08,10.74,0.06,0,47,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/8/08,13.42,0.05,0,40,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/9/08,12.3,0,0,39,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/08,6.04,0,0,39,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/08,8.5,0.29,0,38,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/08,10.07,0.04,0,48,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/13/08,15.21,0.06,0,55,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/14/08,8.5,0.05,0,52,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/15/08,14.99,0,0,42,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/16/08,10.29,0.01,0.1,37,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/17/08,13.42,0,0.1,36,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/18/08,8.28,0,0,34,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/19/08,14.76,0,0,44,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/20/08,15.21,0,0,36,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/21/08,9.17,0,0,29,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/22/08,6.26,0,0,35,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/23/08,8.5,0,0,45,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/24/08,10.51,0.14,0.1,38,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/25/08,10.51,0,0,40,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/26/08,3.8,0,0,42,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/27/08,6.93,0,0,45,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/28/08,7.61,0,0,44,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/29/08,3.58,0,0,44,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/30/08,12.08,0.67,0.3,39,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/1/08,16.11,0.42,2.7,33,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/2/08,13.65,0,0,35,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/3/08,13.2,0.09,1,38,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/4/08,10.29,0,0,22,12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/5/08,11.63,0,0,23,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/6/08,17.22,0.02,2.1,32,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/7/08,7.61,0,0,20,4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/8/08,7.61,0.02,0,38,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/9/08,12.3,1.47,2.6,38,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/08,6.49,0,0,29,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/08,8.5,0,0,32,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/08,9.17,0,0,21,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/13/08,19.24,0.19,0,39,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/14/08,21.25,0.18,0,50,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/15/08,16.11,0.07,0.1,31,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/16/08,4.7,0.31,4.8,22,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/17/08,7.83,0,0,20,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/18/08,3.13,0.06,0.3,23,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/19/08,12.53,0.59,2.4,32,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/20/08,11.86,0.05,1.4,31,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/21/08,20.58,0,0.1,16,-6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/22/08,9.17,0,0,7,-4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/23/08,13.87,0.27,3.8,34,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/24/08,12.53,0.18,0.4,34,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/25/08,7.61,0,0,24,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/26/08,13.65,0.09,0,52,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/27/08,17.67,1.74,0,61,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/28/08,14.99,0,0,32,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/29/08,12.75,0,0,43,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/30/08,10.51,0.02,0.2,40,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/31/08,10.51,0,0,24,11